ID;value;SSIM
921;1;0.555487608505601
922;1;0.5679342601236376
923;1;0.5876589285070768
924;1;0.600705799201234
925;1;0.5926491661637406
926;1;0.6155464989466342
927;1;0.6525453252324719
928;1;0.6822721249486435
929;1;0.7109742672436851
930;1;0.7002860861786422
931;1;0.6620022003498527
932;1;0.695902674251628
933;1;0.7100839315291102
934;1;0.7134337151172008
935;1;0.6189472517544409
936;1;0.676786732968522
937;1;0.6530305275050682
938;1;0.728494223007119
939;1;0.535873599902879
940;1;0.5679593394706783
941;1;0.5924181846783628
942;1;0.5583903213568985
943;1;0.522811271351514
944;1;0.6064402607592103
945;1;0.44714944954929514
946;1;0.528506805080128
947;1;0.49162056765757384
948;1;0.5640280043048959
949;1;0.49320334489612533
950;1;0.5818294456363715
951;1;0.44253377069588395
952;1;0.47065353250194303
953;1;0.46816165327178916
954;1;0.53493646491129
955;1;0.5896534871439694
956;1;0.6276539459336523
957;1;0.45322839740073934
958;1;0.5534471308180833
959;1;0.5272449289968612
960;1;0.5596118870647523
961;1;0.4836660281717994
962;1;0.4728784856714294
963;1;0.7024310708086502
964;1;0.7141667755813573
965;1;0.697642811165052
966;1;0.710041672912739
967;1;0.7244851873596312
968;1;0.7130072291781117
969;1;0.7160224907386786
970;1;0.6900350820520876
971;1;0.6985919807849175
972;1;0.7068107035657967
973;1;0.698369279413827
974;1;0.7139931901966738
975;1;0.6903391867814065
976;1;0.6948422185777368
977;1;0.7135538932392899
978;1;0.6170649934340896
979;1;0.5743772392484517
980;1;0.5846004209220824
981;1;0.6041912333442641
982;1;0.592187801404439
983;1;0.6295925283288994
984;1;0.6153531462976145
985;1;0.6048356953192929
986;1;0.4131536514412043
987;1;0.43983443255779003
988;1;0.4312587650716032
989;1;0.6833209575517352
990;1;0.6346291051811432
991;1;0.47245147603487364
992;1;0.5089157671466048
993;1;0.5386943401180911
994;1;0.5470717322657005
995;1;0.5574026272269579
996;1;0.4504508330847935
997;1;0.43070100480422
998;1;0.5876774180655592
999;1;0.285745506562901
